node1,node2,weight
129695,129727,1.0
401351,401417,2.0
129683,129728,1.3333333333333333
129696,401418,0.9833333333333333
129708,129729,0.5833333333333334
401379,401419,1.1666666666666667
401395,129730,0.6666666666666666
129718,401420,0.3333333333333333
129712,129731,0.5
401402,401421,0.5
401382,129732,1.1666666666666667
401342,401422,2.3333333333333335
401404,129733,0.5666666666666667
401394,401423,0.8166666666666667
401388,129734,1.0833333333333333
129698,401424,1.0833333333333333
129699,129735,1.0
401357,401425,2.0
401384,129736,1.1666666666666667
401346,401426,2.3333333333333335
129687,129737,1.4833333333333334
129703,401427,0.9833333333333333
401348,129738,2.3333333333333335
401367,401428,1.75
129702,129739,1.0
401360,401429,2.0
129690,129740,1.5
129707,401430,1.0
401350,129741,2.3333333333333335
401372,401431,1.75
129691,129742,1.5
129709,401432,1.0
401391,129743,1.1666666666666667
401413,401433,0.5833333333333334
129726,129744,0.5833333333333334
401416,401434,0.5833333333333334
129704,129745,1.1833333333333333
129714,401435,0.9333333333333333
401368,129746,2.0
401385,401436,1.5
401403,129747,0.9333333333333333
129728,401437,0.5
401383,129748,1.5333333333333334
129693,401438,1.5333333333333334
129689,129749,1.75
401398,401439,1.1666666666666667
401374,129750,2.0
401389,401440,1.5
129705,129751,1.3333333333333333
401408,401441,1.0
129732,129752,0.5833333333333334
401400,401442,1.1666666666666667
401371,129753,2.0833333333333335
129716,401443,1.0833333333333333
401427,129754,0.5166666666666667
129737,401444,0.5166666666666667
401378,129755,2.0
401392,401445,1.5
401364,129756,2.3333333333333335
401426,401446,0.5833333333333334
129697,129757,1.75
129717,401447,1.1666666666666667
129724,129758,1.0
401380,401448,2.0
129700,129759,1.75
129722,401449,1.1666666666666667
129725,129760,1.0
401381,401450,2.0
129745,129761,0.43333333333333335
401423,401451,0.8
129711,129762,1.5
129727,401452,1.0
129723,129763,1.1666666666666667
401354,401453,2.9166666666666665
129713,129764,1.5
401418,401454,1.0666666666666667
401358,129765,2.9166666666666665
129706,401455,1.75
129729,129766,1.1666666666666667
129749,401456,0.5833333333333334
129719,129767,1.5
129735,401457,1.0
129720,129768,1.5
129739,401458,1.0
129710,129769,1.75
401362,401459,2.9166666666666665
129721,129770,1.5
401411,401460,1.5
401435,129771,0.8166666666666667
129733,401461,1.1833333333333333
129715,129772,1.75
401405,401462,1.75
401399,129773,2.0
401415,401463,1.5
401387,129774,2.3333333333333335
401428,401464,1.1666666666666667
401390,129775,2.3333333333333335
401431,401465,1.1666666666666667
401401,129776,2.0
401436,401466,1.0
129473,129777,16.483333333333334
129480,401467,16.0
128286,129778,68.51666666666667
400518,401468,44.9
399033,129779,114.16666666666667
126645,401469,145.08333333333334
401409,129780,2.0
401440,401470,1.0
398529,129781,138.16666666666666
398546,401471,137.58333333333334
401410,129782,2.0
401445,401472,1.0
128186,129783,72.53333333333333
399876,401473,72.53333333333333
398356,129784,144.56666666666666
124193,401474,261.06666666666666
129740,129785,1.5
129758,401475,1.0
126861,129786,137.58333333333334
399352,401476,97.41666666666667
129742,129787,1.5
129760,401477,1.0
401407,129788,2.3333333333333335
129738,401478,1.75
401417,129789,2.0
129746,401479,1.5
128838,129790,45.03333333333333
401043,401480,21.5
401163,129791,16.966666666666665
122102,401481,354.21666666666664
401412,129792,2.3333333333333335
129741,401482,1.75
401425,129793,2.0
129750,401483,1.5
127362,129794,114.08333333333333
398352,401484,145.08333333333334
401429,129795,2.0
129755,401485,1.5
128358,129796,66.75
393588,401486,361.75
401229,129797,11.0
129520,401487,13.033333333333333
128278,129798,69.51666666666667
400279,401488,53.2
399872,129799,73.16666666666667
128182,401489,73.16666666666667
401430,129800,2.0
401414,401490,2.5
401432,129801,2.0
401463,401491,1.0
126845,129802,138.75
129786,401492,0.5833333333333334
397815,129803,169.33333333333334
126125,401493,169.33333333333334
401467,129804,1.0
129791,401494,0.5166666666666667
399333,129805,98.75
128432,401495,63.75
400997,129806,23.666666666666668
127710,401496,96.5
401468,129807,1.0666666666666667
129790,401497,0.5833333333333334
401139,129808,18.666666666666668
128428,401498,63.916666666666664
400980,129809,24.333333333333332
396539,401499,233.5
400996,129810,23.916666666666668
129306,401500,23.916666666666668
128351,129811,67.5
401469,401501,1.1666666666666667
401474,129812,0.95
129798,401502,0.48333333333333334
401473,129813,0.9833333333333333
129797,401503,0.5166666666666667
126299,129814,163.33333333333334
401471,401504,1.1666666666666667
401450,129815,2.0
129773,401505,1.5
399858,129816,74.33333333333333
129799,401506,0.5833333333333334
401481,129817,0.9833333333333333
129777,401507,1.4666666666666666
126139,129818,169.33333333333334
126150,401508,168.83333333333334
398551,129819,138.75
401476,401509,1.1666666666666667
125667,129820,192.66666666666666
399387,401510,97.5
401480,129821,1.1333333333333333
129778,401511,1.6166666666666667
396548,129822,233.5
397846,401512,168.83333333333334
401498,129823,0.5
401495,401513,0.5833333333333334
129808,129824,0.5833333333333334
129805,401514,0.6666666666666666
126887,129825,137.58333333333334
398569,401515,138.08333333333334
401487,129826,0.9833333333333333
129783,401516,1.45
401488,129827,0.9833333333333333
129784,401517,1.45
129779,129828,1.75
129794,401518,1.1666666666666667
129781,129829,1.75
129796,401519,1.1666666666666667
400093,129830,66.25
128403,401520,66.25
397840,129831,169.33333333333334
401493,401521,1.0
128134,129832,76.08333333333333
401489,401522,1.1666666666666667
401507,129833,0.5166666666666667
401494,401523,0.9833333333333333
129278,129834,25.666666666666668
125679,401524,192.66666666666666
401511,129835,0.45
401497,401525,1.0
101099,129836,1506.4166666666667
126143,401526,169.83333333333334
129819,129837,0.5833333333333334
401492,401527,1.1666666666666667
401171,129838,18.083333333333332
120367,401528,434.5833333333333
129823,129839,0.5833333333333334
401514,401529,0.5
401516,129840,0.5
401503,401530,0.9666666666666667
401517,129841,0.5666666666666667
401502,401531,1.0666666666666667
129824,129842,0.5833333333333334
401513,401532,0.6666666666666666
124400,129843,253.5
129242,401533,27.166666666666668
129811,129844,1.1666666666666667
401484,401534,1.75
129803,129845,1.5
129818,401535,1.0
129804,129846,1.4666666666666666
129817,401536,1.0
129814,129847,1.1666666666666667
401486,401537,1.75
129807,129848,1.4
129821,401538,0.85
129832,129849,0.5833333333333334
401506,401539,1.1666666666666667
129806,129850,1.5
401510,401540,1.0
129809,129851,1.5
401512,401541,1.0
129810,129852,1.5
401515,401542,1.0
129802,129853,1.75
401509,401543,1.1666666666666667
129813,129854,1.4666666666666666
129826,401544,1.0
129812,129855,1.5166666666666666
129827,401545,1.0166666666666666
401529,129856,0.5833333333333334
401532,401546,0.5
129842,129857,0.5833333333333334
129839,401547,0.6666666666666666
400642,129858,43.416666666666664
401142,401548,20.333333333333332
401518,129859,1.1666666666666667
401501,401549,1.75
129831,129860,1.0
401508,401550,1.5
129846,129861,0.5
401536,401551,0.5
401524,129862,1.0
401496,401552,2.0
401519,129863,1.1666666666666667
401504,401553,1.75
129848,129864,0.6
401538,401554,0.6
129816,129865,1.75
401522,401555,1.1666666666666667
401526,129866,1.0
401499,401556,2.0
401528,129867,1.0
401500,401557,2.0
401531,129868,0.9333333333333333
129841,401558,0.9333333333333333
129854,129869,0.5333333333333333
129840,401559,1.0333333333333334
126682,129870,147.0
398388,401560,146.5
129837,129871,1.1666666666666667
129853,401561,0.5833333333333334
129830,129872,1.5
401533,401562,1.0
401547,129873,0.5
401546,401563,0.5833333333333334
401523,129874,1.45
129833,401564,1.45
401535,129875,1.0
401521,401565,1.5
129857,129876,0.5833333333333334
129856,401566,0.6666666666666666
129820,129877,2.0
129834,401567,1.5
129844,129878,1.1666666666666667
129859,401568,0.5833333333333334
129822,129879,2.0
129836,401569,1.5
129847,129880,1.1666666666666667
129863,401570,0.5833333333333334
129835,129881,1.5833333333333333
401525,401571,1.5833333333333333
401545,129882,0.9666666666666667
129855,401572,0.9666666666666667
129825,129883,2.0
129838,401573,1.5
129849,129884,1.1666666666666667
129865,401574,0.5833333333333334
401544,129885,1.0666666666666667
401530,401575,1.5666666666666667
125392,129886,210.0
399113,401576,113.5
401548,129887,1.0
401520,401577,2.0
401527,129888,1.75
401543,401578,1.1666666666666667
129845,129889,1.5
401550,401579,1.0
129873,129890,0.5833333333333334
401566,401580,0.5
129876,129891,0.5833333333333334
401563,401581,0.6666666666666666
129850,129892,1.5
129862,401582,1.0
124306,129893,261.1333333333333
129470,401583,20.783333333333335
129851,129894,1.5
129866,401584,1.0
129828,129895,2.3333333333333335
401534,401585,1.75
129829,129896,2.3333333333333335
401537,401586,1.75
129852,129897,1.5
129867,401587,1.0
399148,129898,110.88333333333334
400423,401588,52.4
129771,129899,4.483333333333333
401168,401589,20.516666666666666
401555,129900,1.1666666666666667
129884,401590,0.5833333333333334
397344,129901,196.08333333333334
127411,401591,115.0
129843,129902,2.0
129858,401592,1.5
129860,129903,1.5
129875,401593,1.0
401561,129904,1.1666666666666667
129888,401594,0.5833333333333334
401061,129905,24.866666666666667
400395,401595,53.483333333333334
128951,129906,45.016666666666666
400633,401596,45.483333333333334
401567,129907,1.0
401540,401597,2.0
129445,129908,22.25
129462,401598,21.666666666666668
401569,129909,1.0
401541,401599,2.0
401135,129910,22.333333333333332
401152,401600,21.75
401573,129911,1.0
401542,401601,2.0
398035,129912,164.98333333333332
398024,401602,165.45
129878,129913,1.1666666666666667
129895,401603,0.5833333333333334
400097,129914,69.0
127890,401604,93.38333333333334
129870,129915,1.5
401576,401605,1.0
129880,129916,1.1666666666666667
129896,401606,0.5833333333333334
129872,129917,1.5
129887,401607,1.0
401539,129918,2.3333333333333335
129900,401608,0.5833333333333334
401579,129919,1.0
401565,401609,1.5
128686,129920,54.5
122704,401610,331.48333333333335
401583,129921,0.8833333333333333
129906,401611,0.5166666666666667
129871,129922,1.75
401578,401612,1.1666666666666667
129877,129923,1.5
401552,401613,2.0
129879,129924,1.5
401556,401614,2.0
128354,129925,71.33333333333333
401598,401615,0.5833333333333334
129883,129926,1.5
401557,401616,2.0
129908,129927,0.6666666666666666
129910,401617,0.5833333333333334
401588,129928,1.0
129912,401618,0.5166666666666667
401589,129929,1.0
129914,401619,0.5333333333333333
401591,129930,1.0
401560,401620,2.0
401585,129931,1.1666666666666667
401549,401621,2.3333333333333335
401586,129932,1.1666666666666667
401553,401622,2.3333333333333335
401592,129933,1.0
401562,401623,2.0
401595,129934,0.9833333333333333
129920,401624,0.48333333333333334
401574,129935,1.75
401590,401625,1.1666666666666667
129903,129936,1.0
129889,401626,1.5
129892,129937,1.5
129907,401627,1.0
401596,129938,1.1
129893,401628,1.4666666666666666
129922,129939,0.5833333333333334
401594,401629,1.1666666666666667
129894,129940,1.5
129909,401630,1.0
129925,129941,0.5833333333333334
401600,401631,1.0833333333333333
129897,129942,1.5
129911,401632,1.0
401604,129943,1.0166666666666666
129899,401633,1.4833333333333334
401617,129944,0.5833333333333334
401615,401634,0.6666666666666666
129886,129945,2.0
129901,401635,1.5
401602,129946,1.1
129898,401636,1.5833333333333333
129913,129947,1.1666666666666667
401568,401637,2.3333333333333335
129902,129948,1.5
401577,401638,2.0
401610,129949,0.9833333333333333
129905,401639,1.4833333333333334
129916,129950,1.1666666666666667
401606,401640,1.1666666666666667
401628,129951,0.4166666666666667
401611,401641,1.0
129935,129952,0.5833333333333334
401608,401642,1.1666666666666667
129923,129953,1.0
401582,401643,2.0
129924,129954,1.0
401584,401644,2.0
129904,129955,1.75
401612,401645,1.1666666666666667
129926,129956,1.0
401587,401646,2.0
401593,129957,1.75
401609,401647,1.25
401636,129958,0.48333333333333334
401618,401648,1.0666666666666667
129915,129959,1.5
129930,401649,1.0
129941,129960,0.5833333333333334
129944,401650,0.5
401633,129961,0.6166666666666667
401619,401651,1.1
129917,129962,1.5
129933,401652,1.0
129927,129963,1.1666666666666667
401631,401653,0.6666666666666666
129931,129964,1.1666666666666667
401621,401654,1.1666666666666667
129921,129965,1.4833333333333334
129938,401655,0.9
401639,129966,0.5166666666666667
401624,401656,1.0166666666666666
401597,129967,2.0
401613,401657,1.5
401570,129968,2.9166666666666665
401622,401658,1.1666666666666667
401599,129969,2.0
401614,401659,1.5
129918,129970,1.75
401625,401660,1.1666666666666667
129919,129971,1.75
401626,401661,1.25
401601,129972,2.0
401616,401662,1.5
129928,129973,1.55
129946,401663,0.9666666666666667
129939,129974,1.1666666666666667
129955,401664,0.5833333333333334
401635,129975,1.0
401605,401665,2.0
129929,129976,1.55
129943,401666,1.0666666666666667
129960,129977,0.5833333333333334
129963,401667,0.5
129948,129978,1.0
401607,401668,2.0
129934,129979,1.5166666666666666
129949,401669,1.0166666666666666
401653,129980,0.5833333333333334
401634,401670,1.1666666666666667
401655,129981,0.55
129951,401671,1.0333333333333334
129937,129982,1.5
129953,401672,1.0
129940,129983,1.5
129954,401673,1.0
129952,129984,1.1666666666666667
129970,401674,0.5833333333333334
129942,129985,1.5
129956,401675,1.0
129945,129986,1.5
401620,401676,2.0
401623,129987,2.0
401638,401677,1.5
129965,129988,1.0
401641,401678,1.4833333333333334
401650,129989,1.1666666666666667
401670,401679,0.5
401666,129990,0.6833333333333333
129961,401680,1.1333333333333333
129958,129991,1.25
401648,401681,1.25
401627,129992,2.0
401657,401682,1.0
129977,129993,0.6666666666666666
129980,401683,0.5833333333333334
129979,129994,0.5833333333333334
129966,401684,1.0833333333333333
401630,129995,2.0
401659,401685,1.0
401632,129996,2.0
401662,401686,1.0
129959,129997,1.5
129975,401687,1.0
129962,129998,1.5
129978,401688,1.0
400721,129999,42.5
401460,401689,8.25
401651,130000,1.6
129976,401690,1.15
401656,130001,1.5166666666666666
401669,401691,1.0166666666666666
401643,130002,2.0
129967,401692,1.5
126657,130003,152.66666666666666
400023,401693,74.91666666666667
401644,130004,2.0
129969,401694,1.5
129973,130005,1.4166666666666667
401663,401695,1.4166666666666667
397475,130006,194.75
400178,401696,66.5
401646,130007,2.0
129972,401697,1.5
129986,130008,1.0
401649,401698,2.0
400398,130009,57.266666666666666
401225,401699,19.1
401652,130010,2.0
401677,401700,1.0
398638,130011,139.43333333333334
401444,401701,9.25
127307,130012,123.83333333333333
130003,401702,0.5
128714,130013,57.43333333333333
399663,401703,90.95
398263,130014,156.0
128488,401704,67.0
129539,130015,18.983333333333334
400707,401705,44.483333333333334
401665,130016,2.0
401676,401706,1.5
401668,130017,2.0
129987,401707,1.5
401230,130018,19.166666666666668
129029,401708,43.68333333333333
397113,130019,212.58333333333334
401693,401709,1.0
401689,130020,1.2
129534,401710,20.166666666666668
127958,130021,92.5
401696,401711,1.0
401699,130022,0.9333333333333333
399863,401712,82.03333333333333
129997,130023,1.5
130008,401713,1.0
401703,130024,0.7666666666666667
129521,401714,21.666666666666668
398128,130025,163.0
399055,401715,122.75
129999,130026,1.5166666666666666
130011,401716,1.0166666666666666
130019,130027,0.5
401702,401717,1.0
130006,130028,1.5
130014,401718,1.0
130009,130029,1.4166666666666667
130015,401719,1.0166666666666666
401687,130030,2.0
401706,401720,1.0
130013,130031,1.1833333333333333
130018,401721,0.95
400918,130032,35.166666666666664
126329,401722,170.83333333333334
401710,130033,0.8
401701,401723,1.5
398119,130034,164.5
398130,401724,163.0
130012,130035,1.5
401709,401725,1.0
130021,130036,1.0
401704,401726,1.5
401698,130037,2.0
130016,401727,1.5
401712,130038,1.0333333333333334
401705,401728,1.5666666666666667
400734,130039,42.5
129044,401729,42.5
