node1,node2,weight
180014,180077,1.75
180032,451767,1.1666666666666667
449890,180078,73.5
448001,451768,243.33333333333334
180015,180079,1.75
180037,451769,1.1666666666666667
448305,180080,233.16666666666666
451614,451770,4.583333333333333
180045,180081,1.0
451717,451771,1.5
179115,180082,36.25
451730,451772,1.1666666666666667
451738,180083,1.0
451703,451773,2.0
180023,180084,1.75
180043,451774,1.1666666666666667
180026,180085,1.75
180044,451775,1.1666666666666667
180052,180086,1.0
451723,451776,1.5
451715,180087,1.75
180068,451777,0.5833333333333334
180028,180088,1.7333333333333334
178926,451778,45.21666666666667
451697,180089,2.3333333333333335
451719,451779,1.75
180053,180090,1.0
451726,451780,1.5
451755,180091,0.7
451740,451781,1.1333333333333333
451764,180092,0.55
451747,451782,1.05
179992,180093,2.9166666666666665
451699,451783,2.3333333333333335
180022,180094,2.0
180041,451784,1.5
451763,180095,0.6
451746,451785,1.0833333333333333
180055,180096,1.1666666666666667
451722,451786,1.75
180042,180097,1.5
451750,451787,1.0
451753,180098,1.0
451735,451788,1.5
180064,180099,1.0
451770,451789,0.5
180059,180100,1.1666666666666667
451727,451790,1.75
451765,180101,0.7
180088,451791,0.2833333333333333
180040,180102,1.75
180061,451792,1.1666666666666667
180031,180103,2.0
180048,451793,1.5
180062,180104,1.1666666666666667
451733,451794,1.75
451759,180105,1.0
451742,451795,1.5
451736,180106,1.75
180025,451796,2.3333333333333335
451761,180107,1.0
451743,451797,1.5
180067,180108,1.1666666666666667
451734,451798,1.75
180057,180109,1.5
180074,451799,1.0
180058,180110,1.5
180076,451800,1.0
451236,180111,22.166666666666668
179546,451801,22.166666666666668
180056,180112,1.5666666666666667
180073,451802,1.0833333333333333
180050,180113,1.7333333333333334
180065,451803,1.3
179587,180114,21.083333333333332
451193,451804,23.5
451768,180115,1.0
451732,451805,2.0
180080,180116,1.0
451754,451806,1.5
451767,180117,1.1666666666666667
451745,451807,1.75
180063,180118,1.5
451771,451808,1.0
180066,180119,1.5
180083,451809,1.0
451769,180120,1.1666666666666667
451749,451810,1.75
451778,180121,0.9166666666666666
180075,451811,1.3333333333333333
180082,180122,1.1666666666666667
451751,451812,1.75
180069,180123,1.5
451776,451813,1.0
451774,180124,1.1666666666666667
451752,451814,1.75
180071,180125,1.5
451780,451815,1.0
451775,180126,1.1666666666666667
451757,451816,1.75
451784,180127,1.0
451748,451817,2.0
180091,180128,1.0833333333333333
451803,451818,0.48333333333333334
451758,180129,1.75
180046,451819,2.3333333333333335
180060,180130,2.0
180078,451820,1.5
451216,180131,23.333333333333332
448258,451821,237.0
180095,180132,1.1
180112,451822,0.6166666666666667
451782,180133,1.15
180092,451823,1.15
451811,180134,0.35
451791,451824,0.9833333333333333
180099,180135,1.0
180116,451825,0.5
180111,180136,0.6666666666666666
451804,451826,0.5833333333333334
180081,180137,1.5
180098,451827,1.0
180096,180138,1.1666666666666667
180117,451828,0.5833333333333334
451793,180139,1.0
451756,451829,2.0
180100,180140,1.1666666666666667
180120,451830,0.5833333333333334
180086,180141,1.5
180105,451831,1.0
180090,180142,1.5
180107,451832,1.0
451792,180143,1.1666666666666667
451772,451833,1.75
451785,180144,1.4166666666666667
451802,451834,0.9333333333333333
451799,180145,1.0166666666666666
180109,451835,1.0166666666666666
180113,180146,0.9666666666666667
451781,451836,1.5666666666666667
178152,180147,77.0
177532,451837,101.41666666666667
180094,180148,1.5
451766,451838,2.0
180104,180149,1.1666666666666667
180124,451839,0.5833333333333334
180108,180150,1.1666666666666667
180126,451840,0.5833333333333334
180097,180151,1.5
180115,451841,1.0
451789,180152,1.5
451806,451842,1.0
180101,180153,1.4833333333333334
180121,451843,0.85
451808,180154,1.0
451788,451844,1.5
451821,180155,0.5833333333333334
451801,451845,1.1666666666666667
180114,180156,1.1666666666666667
180131,451846,0.6666666666666666
180103,180157,1.5
451773,451847,2.0
451813,180158,1.0
451795,451848,1.5
180077,180159,2.3333333333333335
451786,451849,1.75
179636,180160,20.616666666666667
179010,451850,44.68333333333333
180079,180161,2.3333333333333335
451790,451851,1.75
451815,180162,1.0
451797,451852,1.5
450706,180163,44.516666666666666
451329,451853,20.5
451322,180164,20.85
179638,451854,20.516666666666666
180110,180165,1.5
180127,451855,1.0
177551,180166,101.41666666666667
178118,451856,78.5
180122,180167,1.1666666666666667
180143,451857,0.5833333333333334
451820,180168,1.0
451787,451858,2.0
180084,180169,2.3333333333333335
451794,451859,1.75
180137,180170,1.0
