id,player,sets_diff,win,points_win,points_lose,points_diff,points_total,match_time,idx
Dmytro Baistriuchenko_59700006,Dmytro Baistriuchenko,-1,0,41,44,-3,85,2021-08-04 09:15:00,510314
A Bogomolov_109238,A Bogomolov,-1,0,39,46,-7,85,2021-08-04 09:16:00,510315
Oleksandr Mykhalus_1267625190,Oleksandr Mykhalus,-2,0,28,41,-13,69,2021-08-04 09:20:00,510316
Ilya Parnyvoda_136881,Ilya Parnyvoda,3,1,33,11,22,44,2021-08-04 09:20:00,510317
Duan Zhy Penh_136811,Duan Zhy Penh,-1,0,40,50,-10,90,2021-08-04 09:20:00,510318
E Kupryakov_109279,E Kupryakov,3,1,33,18,15,51,2021-08-04 09:21:00,510319
Taras Bonishchuk_136898,Taras Bonishchuk,-1,0,50,48,2,98,2021-08-04 09:25:00,510320
Yevhenii Faflei_151107806,Yevhenii Faflei,-1,0,45,50,-5,95,2021-08-04 09:25:00,510321
Oleksandr Hordiichuk_136828,Oleksandr Hordiichuk,2,1,42,34,8,76,2021-08-04 09:30:00,510322
Anastasiia Postol_978642985,Anastasiia Postol,2,1,43,37,6,80,2021-08-04 09:30:00,510323
Andrii Kostiuk_2086947568,Andrii Kostiuk,-1,0,44,48,-4,92,2021-08-04 09:30:00,510324
Frantisek Korenek_136785,Frantisek Korenek,2,1,42,36,6,78,2021-08-04 09:30:00,510325
V Waldhauser_24459,V Waldhauser,-2,0,33,42,-9,75,2021-08-04 09:30:00,510326
Oleksii Lebedynskyi_136599,Oleksii Lebedynskyi,-3,0,24,36,-12,60,2021-08-04 09:35:00,510327
Mykola Lytvynenko_520954925,Mykola Lytvynenko,-1,0,45,43,2,88,2021-08-04 09:35:00,510328
Nadiia Harmash_136916,Nadiia Harmash,2,1,49,39,10,88,2021-08-04 09:40:00,510329
Konstantin Makarchuk_1220933953,Konstantin Makarchuk,2,1,41,32,9,73,2021-08-04 09:40:00,510330
Anton Molochko_6765485,Anton Molochko,-2,0,37,40,-3,77,2021-08-04 09:45:00,510331
Oleh Ilin_136624,Oleh Ilin,-1,0,47,50,-3,97,2021-08-04 09:45:00,510332
Yu Lbov_109206,Yu Lbov,-2,0,31,39,-8,70,2021-08-04 09:46:00,510333
S Homutov_109280,S Homutov,-3,0,23,34,-11,57,2021-08-04 09:46:00,510334
Ilya Parnyvoda_136882,Ilya Parnyvoda,3,1,36,28,8,64,2021-08-04 09:50:00,510335
Valentyn Bondar_136893,Valentyn Bondar,-1,0,40,44,-4,84,2021-08-04 09:50:00,510336
Vadym Shvydkyi_42047016,Vadym Shvydkyi,2,1,39,36,3,75,2021-08-04 09:50:00,510337
A Duka_109236,A Duka,-2,0,29,40,-11,69,2021-08-04 09:51:00,510338
Oleh Skoryk_136643,Oleh Skoryk,-2,0,32,39,-7,71,2021-08-04 09:55:00,510339
Mykola Treshchetka_1466909788,Mykola Treshchetka,-1,0,40,48,-8,88,2021-08-04 09:55:00,510340
Frantisek Korenek_136786,Frantisek Korenek,-1,0,37,44,-7,81,2021-08-04 10:00:00,510341
Ja Svoboda_24460,Ja Svoboda,1,1,50,41,9,91,2021-08-04 10:00:00,510342
Yaroslav Vorsuliak_1998673198,Yaroslav Vorsuliak,1,1,51,46,5,97,2021-08-04 10:00:00,510343
Artem Yurkov_136829,Artem Yurkov,3,1,34,23,11,57,2021-08-04 10:00:00,510344
Kateryna Alekseenko_588292041,Kateryna Alekseenko,2,1,51,48,3,99,2021-08-04 10:05:00,510345
Mykhailo Presniakov_1966200427,Mykhailo Presniakov,1,1,55,54,1,109,2021-08-04 10:05:00,510346
Serhii Popov_136600,Serhii Popov,-3,0,32,38,-6,70,2021-08-04 10:05:00,510347
Alisa Dubrova_136917,Alisa Dubrova,-3,0,16,34,-18,50,2021-08-04 10:10:00,510348
Denys Vakulenko_371744400,Denys Vakulenko,-2,0,38,41,-3,79,2021-08-04 10:10:00,510349
G Karpovkin_109241,G Karpovkin,3,1,33,24,9,57,2021-08-04 10:14:00,510350
Vladyslav Stukalov_136625,Vladyslav Stukalov,3,1,33,17,16,50,2021-08-04 10:15:00,510351
M Dukhin_109207,M Dukhin,-1,0,42,47,-5,89,2021-08-04 10:15:00,510352
Vadym Komar_202558333,Vadym Komar,1,1,51,41,10,92,2021-08-04 10:15:00,510353
O Nikiforov_109281,O Nikiforov,-1,0,50,53,-3,103,2021-08-04 10:17:00,510354
Mykola Shyshkin_136813,Mykola Shyshkin,-1,0,39,50,-11,89,2021-08-04 10:20:00,510355
Vadym Ishchuk_136883,Vadym Ishchuk,-3,0,18,33,-15,51,2021-08-04 10:20:00,510356
Oleksii Haponov_190126773,Oleksii Haponov,3,1,33,18,15,51,2021-08-04 10:20:00,510357
Taras Bonishchuk_136644,Taras Bonishchuk,-1,0,56,57,-1,113,2021-08-04 10:25:00,510358
Tymur Kozenkov_101851389,Tymur Kozenkov,-2,0,28,40,-12,68,2021-08-04 10:25:00,510359
M-l Regner_24461,M-l Regner,3,1,34,23,11,57,2021-08-04 10:30:00,510360
Oleksandr Buberenko_136830,Oleksandr Buberenko,-3,0,19,33,-14,52,2021-08-04 10:30:00,510361
Vladimir Malashevsky_152991112,Vladimir Malashevsky,3,1,33,17,16,50,2021-08-04 10:30:00,510362
Petr Chlumsky_136787,Petr Chlumsky,2,1,47,38,9,85,2021-08-04 10:30:00,510363
Petro Tsolik_194752598,Petro Tsolik,3,1,35,23,12,58,2021-08-04 10:35:00,510364
Oleksandr Gress_136601,Oleksandr Gress,1,1,48,39,9,87,2021-08-04 10:35:00,510365
Roman Reznichenko_18226500,Roman Reznichenko,1,1,46,46,0,92,2021-08-04 10:40:00,510366
Oksana Halimbaieva_1129593190,Oksana Halimbaieva,-3,0,18,33,-15,51,2021-08-04 10:40:00,510367
Nataliia Kosmina_136918,Nataliia Kosmina,-3,0,18,33,-15,51,2021-08-04 10:40:00,510368
A Duka_109330,A Duka,-2,0,33,45,-12,78,2021-08-04 10:41:00,510369
Dmytro Alekseenko_623310823,Dmytro Alekseenko,-1,0,45,51,-6,96,2021-08-04 10:45:00,510370
M Dukhin_109328,M Dukhin,-1,0,39,48,-9,87,2021-08-04 10:45:00,510371
Ivan Sirenko_136626,Ivan Sirenko,3,1,33,22,11,55,2021-08-04 10:45:00,510372
Serhii Hot_136894,Serhii Hot,1,1,45,40,5,85,2021-08-04 10:50:00,510373
Maksym Mrykh_136884,Maksym Mrykh,2,1,44,34,10,78,2021-08-04 10:50:00,510374
Artem Borysov_413126982,Artem Borysov,-3,0,22,33,-11,55,2021-08-04 10:50:00,510375
S Homutov_109332,S Homutov,-3,0,22,33,-11,55,2021-08-04 10:53:00,510376
Oleksandr Melashenko_136899,Oleksandr Melashenko,2,1,41,35,6,76,2021-08-04 10:55:00,510377
Uryi Schepanskyi_791721662,Uryi Schepanskyi,-3,0,20,33,-13,53,2021-08-04 10:55:00,510378
Dmytro Baistriuchenko_1314538136,Dmytro Baistriuchenko,3,1,36,25,11,61,2021-08-04 11:00:00,510379
Martin Filipek_136788,Martin Filipek,-3,0,18,33,-15,51,2021-08-04 11:00:00,510380
Ja Svoboda_24462,Ja Svoboda,-2,0,33,41,-8,74,2021-08-04 11:00:00,510381
Artem Yurkov_136831,Artem Yurkov,3,1,33,24,9,57,2021-08-04 11:00:00,510382
Oleksandr Mykhalus_486058571,Oleksandr Mykhalus,-3,0,25,33,-8,58,2021-08-04 11:05:00,510383
Andrii Sydorenko_136602,Andrii Sydorenko,1,1,44,42,2,86,2021-08-04 11:05:00,510384
G Karpovkin_109331,G Karpovkin,2,1,38,35,3,73,2021-08-04 11:06:00,510385
Yevhenii Faflei_1934861402,Yevhenii Faflei,3,1,33,17,16,50,2021-08-04 11:10:00,510386
Alisa Dubrova_136919,Alisa Dubrova,-2,0,28,42,-14,70,2021-08-04 11:10:00,510387
Vladyslav Stukalov_136627,Vladyslav Stukalov,-1,0,37,44,-7,81,2021-08-04 11:15:00,510388
Yu Lbov_109329,Yu Lbov,2,1,38,31,7,69,2021-08-04 11:15:00,510389
Anastasiia Postol_1516555736,Anastasiia Postol,2,1,38,33,5,71,2021-08-04 11:15:00,510390
Andrii Kostiuk_126790118,Andrii Kostiuk,2,1,41,30,11,71,2021-08-04 11:15:00,510391
E Kupryakov_109333,E Kupryakov,3,1,34,22,12,56,2021-08-04 11:16:00,510392
Duan Zhy Penh_136815,Duan Zhy Penh,-2,0,40,47,-7,87,2021-08-04 11:20:00,510393
Oleksandr Kovalov_1574105379,Oleksandr Kovalov,2,1,44,36,8,80,2021-08-04 11:20:00,510394
Vadym Ishchuk_136885,Vadym Ishchuk,-3,0,29,36,-7,65,2021-08-04 11:20:00,510395
Valerii Onykyienko_136900,Valerii Onykyienko,2,1,42,35,7,77,2021-08-04 11:25:00,510396
Konstantin Makarchuk_1078404977,Konstantin Makarchuk,2,1,43,39,4,82,2021-08-04 11:25:00,510397
V Waldhauser_24463,V Waldhauser,-1,0,42,46,-4,88,2021-08-04 11:30:00,510398
Oleksandr Hordiichuk_136832,Oleksandr Hordiichuk,3,1,33,14,19,47,2021-08-04 11:30:00,510399
Anton Molochko_951414122,Anton Molochko,2,1,35,32,3,67,2021-08-04 11:30:00,510400
Petr Chlumsky_136789,Petr Chlumsky,2,1,44,33,11,77,2021-08-04 11:30:00,510401
A Golyshev_109242,A Golyshev,-3,0,17,33,-16,50,2021-08-04 11:32:00,510402
Oleksii Lebedynskyi_136603,Oleksii Lebedynskyi,-3,0,14,33,-19,47,2021-08-04 11:35:00,510403
Vadym Shvydkyi_1434430465,Vadym Shvydkyi,-1,0,43,51,-8,94,2021-08-04 11:35:00,510404
Mykola Treshchetka_1284135218,Mykola Treshchetka,-3,0,28,36,-8,64,2021-08-04 11:40:00,510405
Nadiia Harmash_136920,Nadiia Harmash,-1,0,42,53,-11,95,2021-08-04 11:40:00,510406
Yaroslav Vorsuliak_470929039,Yaroslav Vorsuliak,-2,0,30,38,-8,68,2021-08-04 11:45:00,510407
R Pavlenko_109208,R Pavlenko,2,1,41,31,10,72,2021-08-04 11:45:00,510408
Oleh Ilin_136628,Oleh Ilin,-1,0,48,50,-2,98,2021-08-04 11:45:00,510409
A Slachshilin_109282,A Slachshilin,3,1,34,23,11,57,2021-08-04 11:48:00,510410
Kateryna Alekseenko_14407245,Kateryna Alekseenko,-1,0,46,53,-7,99,2021-08-04 11:50:00,510411
Valentyn Bondar_136816,Valentyn Bondar,1,1,51,39,12,90,2021-08-04 11:50:00,510412
Serhii Mishchenko_136886,Serhii Mishchenko,2,1,41,33,8,74,2021-08-04 11:50:00,510413
Mykhailo Presniakov_778644086,Mykhailo Presniakov,3,1,34,27,7,61,2021-08-04 11:50:00,510414
Mykola Lytvynenko_1927797758,Mykola Lytvynenko,3,1,35,22,13,57,2021-08-04 11:55:00,510415
Oleh Skoryk_136647,Oleh Skoryk,-3,0,23,34,-11,57,2021-08-04 11:55:00,510416
Oleksandr Buberenko_136833,Oleksandr Buberenko,-2,0,41,46,-5,87,2021-08-04 12:00:00,510417
Vadym Komar_10980863,Vadym Komar,-3,0,21,33,-12,54,2021-08-04 12:00:00,510418
A Potapkov_109243,A Potapkov,-3,0,21,36,-15,57,2021-08-04 12:01:00,510419
Martin Filipek_136977,Martin Filipek,2,1,41,34,7,75,2021-08-04 12:05:00,510420
Serhii Popov_136604,Serhii Popov,2,1,39,36,3,75,2021-08-04 12:05:00,510421
Oleksii Haponov_1017995775,Oleksii Haponov,1,1,49,46,3,95,2021-08-04 12:05:00,510422
V Waldhauser_24495,V Waldhauser,1,1,47,44,3,91,2021-08-04 12:07:00,510423
Nataliia Kosmina_136921,Nataliia Kosmina,-2,0,31,38,-7,69,2021-08-04 12:10:00,510424
Tymur Kozenkov_885484016,Tymur Kozenkov,-3,0,17,33,-16,50,2021-08-04 12:10:00,510425
D Korneev_109209,D Korneev,1,1,51,48,3,99,2021-08-04 12:15:00,510426
Vladimir Malashevsky_744403923,Vladimir Malashevsky,-1,0,43,45,-2,88,2021-08-04 12:15:00,510427
Ivan Sirenko_136629,Ivan Sirenko,2,1,39,27,12,66,2021-08-04 12:15:00,510428
A Libatskii_109283,A Libatskii,-2,0,28,39,-11,67,2021-08-04 12:17:00,510429
Petro Tsolik_1454154919,Petro Tsolik,2,1,43,32,11,75,2021-08-04 12:20:00,510430
Mykola Shyshkin_136817,Mykola Shyshkin,-2,0,37,41,-4,78,2021-08-04 12:20:00,510431
Ilya Parnyvoda_136887,Ilya Parnyvoda,-2,0,38,44,-6,82,2021-08-04 12:20:00,510432
Oksana Halimbaieva_1605274388,Oksana Halimbaieva,-1,0,45,44,1,89,2021-08-04 12:25:00,510433
Taras Bonishchuk_136648,Taras Bonishchuk,1,1,53,48,5,101,2021-08-04 12:25:00,510434
Roman Reznichenko_1111055327,Roman Reznichenko,3,1,33,17,16,50,2021-08-04 12:25:00,510435
M Ilichev_109244,M Ilichev,-3,0,22,33,-11,55,2021-08-04 12:29:00,510436
Serhii Rak_136834,Serhii Rak,1,1,47,47,0,94,2021-08-04 12:30:00,510437
Denys Vakulenko_653971578,Denys Vakulenko,-2,0,29,38,-9,67,2021-08-04 12:30:00,510438
Sebastian Ghariani_136978,Sebastian Ghariani,3,1,35,24,11,59,2021-08-04 12:35:00,510439
Oleksandr Gress_136605,Oleksandr Gress,3,1,33,24,9,57,2021-08-04 12:35:00,510440
Serhii Kubrak_189879444,Serhii Kubrak,1,1,48,44,4,92,2021-08-04 12:35:00,510441
Ja Svoboda_24494,Ja Svoboda,-2,0,38,41,-3,79,2021-08-04 12:37:00,510442
Anastasiia Ostapenko_136922,Anastasiia Ostapenko,-2,0,31,44,-13,75,2021-08-04 12:40:00,510443
Uryi Schepanskyi_1791486913,Uryi Schepanskyi,2,1,43,33,10,76,2021-08-04 12:40:00,510444
Oleksii Hordiichuk_136630,Oleksii Hordiichuk,3,1,33,19,14,52,2021-08-04 12:45:00,510445
Dmytro Baistriuchenko_1502568819,Dmytro Baistriuchenko,2,1,41,24,17,65,2021-08-04 12:45:00,510446
A Kozlov_109210,A Kozlov,-2,0,31,40,-9,71,2021-08-04 12:45:00,510447
V Evlampiev_109284,V Evlampiev,3,1,33,14,19,47,2021-08-04 12:47:00,510448
Serhii Hot_136895,Serhii Hot,2,1,39,31,8,70,2021-08-04 12:50:00,510449
Maksym Mrykh_136888,Maksym Mrykh,3,1,33,22,11,55,2021-08-04 12:50:00,510450
Oleksandr Mykhalus_134325374,Oleksandr Mykhalus,-3,0,17,35,-18,52,2021-08-04 12:50:00,510451
Yevhenii Faflei_626335741,Yevhenii Faflei,-3,0,25,35,-10,60,2021-08-04 12:55:00,510452
Oleksandr Melashenko_136901,Oleksandr Melashenko,1,1,50,52,-2,102,2021-08-04 12:55:00,510453
Andrii Kostiuk_1257913810,Andrii Kostiuk,-3,0,16,33,-17,49,2021-08-04 13:00:00,510454
Anastasiia Postol_1851852095,Anastasiia Postol,3,1,33,16,17,49,2021-08-04 13:00:00,510455
I Minchenkov_109245,I Minchenkov,2,1,44,38,6,82,2021-08-04 13:00:00,510456
Vojtech Koutnik_136790,Vojtech Koutnik,1,1,57,54,3,111,2021-08-04 13:00:00,510457
Andrii Sydorenko_136606,Andrii Sydorenko,-2,0,32,41,-9,73,2021-08-04 13:05:00,510458
Dmytro Alekseenko_1832012456,Dmytro Alekseenko,-2,0,43,48,-5,91,2021-08-04 13:05:00,510459
L Adamec_24464,L Adamec,2,1,44,37,7,81,2021-08-04 13:06:00,510460
Artem Borysov_332014459,Artem Borysov,-1,0,38,46,-8,84,2021-08-04 13:10:00,510461
Oleksandr Hordiichuk_137150,Oleksandr Hordiichuk,1,1,57,52,5,109,2021-08-04 13:10:00,510462
S Ogai_109211,S Ogai,-2,0,33,41,-8,74,2021-08-04 13:15:00,510463
Volodymyr Maksiuta_1939141784,Volodymyr Maksiuta,3,1,33,22,11,55,2021-08-04 13:15:00,510464
Anastasiia Ostapenko_137152,Anastasiia Ostapenko,1,1,50,42,8,92,2021-08-04 13:15:00,510465
Ihor Hudushyn_137153,Ihor Hudushyn,1,1,56,54,2,110,2021-08-04 13:15:00,510466
O Suharkov_109285,O Suharkov,-1,0,48,48,0,96,2021-08-04 13:17:00,510467
Serhii Mishchenko_136889,Serhii Mishchenko,-2,0,29,42,-13,71,2021-08-04 13:20:00,510468
Valentyn Bondar_136819,Valentyn Bondar,1,1,56,40,16,96,2021-08-04 13:20:00,510469
Valeriy Petukhov_1146862060,Valeriy Petukhov,3,1,33,10,23,43,2021-08-04 13:20:00,510470
Valerii Onykyienko_136650,Valerii Onykyienko,3,1,33,21,12,54,2021-08-04 13:25:00,510471
Iurii Prokhoruk_496902696,Iurii Prokhoruk,-1,0,48,44,4,92,2021-08-04 13:25:00,510472
Adam Sochor_136791,Adam Sochor,2,1,42,32,10,74,2021-08-04 13:30:00,510473
Vasyl Aksenin_2096384687,Vasyl Aksenin,3,1,35,28,7,63,2021-08-04 13:30:00,510474
Ja Berger_24465,Ja Berger,2,1,53,50,3,103,2021-08-04 13:33:00,510475
Iryna Yarushkina_1457387794,Iryna Yarushkina,3,1,35,26,9,61,2021-08-04 13:35:00,510476
M Ilichev_109246,M Ilichev,-1,0,48,55,-7,103,2021-08-04 13:35:00,510477
Vadym Grushko_961118147,Vadym Grushko,2,1,43,29,14,72,2021-08-04 13:35:00,510478
Serhii Popov_136607,Serhii Popov,2,1,40,23,17,63,2021-08-04 13:35:00,510479
Oleksandr Kovalov_1917836761,Oleksandr Kovalov,-3,0,26,33,-7,59,2021-08-04 13:40:00,510480
Oleksandr Kolbasenko_137151,Oleksandr Kolbasenko,-2,0,40,38,2,78,2021-08-04 13:40:00,510481
Oleksii Hordiichuk_137154,Oleksii Hordiichuk,-1,0,37,51,-14,88,2021-08-04 13:45:00,510482
Olha Yureneva_137155,Olha Yureneva,1,1,52,48,4,100,2021-08-04 13:45:00,510483
A Kozlov_109212,A Kozlov,-3,0,20,33,-13,53,2021-08-04 13:45:00,510484
Serhii Kiilo_1910289839,Serhii Kiilo,-2,0,36,44,-8,80,2021-08-04 13:45:00,510485
Serhii Mishchenko_136890,Serhii Mishchenko,-3,0,18,33,-15,51,2021-08-04 13:50:00,510486
Anton Molochko_905335380,Anton Molochko,1,1,48,47,1,95,2021-08-04 13:50:00,510487
Denys Kvyk_136820,Denys Kvyk,-3,0,21,33,-12,54,2021-08-04 13:50:00,510488
V Evlampiev_109286,V Evlampiev,3,1,35,20,15,55,2021-08-04 13:52:00,510489
Vadym Shvydkyi_516375923,Vadym Shvydkyi,3,1,33,16,17,49,2021-08-04 13:55:00,510490
Oleh Skoryk_136902,Oleh Skoryk,-3,0,17,33,-16,50,2021-08-04 13:55:00,510491
Mykola Treshchetka_1076918701,Mykola Treshchetka,-2,0,33,38,-5,71,2021-08-04 14:00:00,510492
Adam Sochor_136792,Adam Sochor,2,1,41,33,8,74,2021-08-04 14:00:00,510493
Hennadii Buianover_136608,Hennadii Buianover,-1,0,57,50,7,107,2021-08-04 14:05:00,510494
Yaroslav Vorsuliak_1893737163,Yaroslav Vorsuliak,3,1,33,23,10,56,2021-08-04 14:05:00,510495
A Potapkov_109247,A Potapkov,-3,0,25,33,-8,58,2021-08-04 14:07:00,510496
T Varnuska_24466,T Varnuska,2,1,38,24,14,62,2021-08-04 14:08:00,510497
Mykhailo Presniakov_31646760,Mykhailo Presniakov,1,1,52,41,11,93,2021-08-04 14:10:00,510498
Kateryna Alekseenko_1142172668,Kateryna Alekseenko,-3,0,16,33,-17,49,2021-08-04 14:10:00,510499
Denys Vakulenko_84860792,Denys Vakulenko,1,1,50,43,7,93,2021-08-04 14:15:00,510500
A Libatskii_109287,A Libatskii,-3,0,29,38,-9,67,2021-08-04 14:15:00,510501
D Korneev_109213,D Korneev,-1,0,45,50,-5,95,2021-08-04 14:15:00,510502
Konstantin Makarchuk_1379014539,Konstantin Makarchuk,2,1,43,33,10,76,2021-08-04 14:20:00,510503
Maksym Mrykh_136891,Maksym Mrykh,-3,0,28,34,-6,62,2021-08-04 14:20:00,510504
Valentyn Bondar_136821,Valentyn Bondar,3,1,33,15,18,48,2021-08-04 14:20:00,510505
Uryi Schepanskyi_2081545801,Uryi Schepanskyi,3,1,33,11,22,44,2021-08-04 14:25:00,510506
Oleksandr Melashenko_136903,Oleksandr Melashenko,-2,0,33,38,-5,71,2021-08-04 14:25:00,510507
Dmytro Baistriuchenko_965426973,Dmytro Baistriuchenko,-2,0,36,37,-1,73,2021-08-04 14:30:00,510508
Vojtech Koutnik_136793,Vojtech Koutnik,-2,0,38,42,-4,80,2021-08-04 14:30:00,510509
A Potapkov_109368,A Potapkov,3,1,33,20,13,53,2021-08-04 14:31:00,510510
O Janku_24467,O Janku,1,1,50,44,6,94,2021-08-04 14:31:00,510511
Serhii Popov_136609,Serhii Popov,-3,0,22,35,-13,57,2021-08-04 14:35:00,510512
Mykola Treshchetka_1737669646,Mykola Treshchetka,-1,0,48,49,-1,97,2021-08-04 14:35:00,510513
Yevhenii Faflei_1898700130,Yevhenii Faflei,1,1,50,41,9,91,2021-08-04 14:40:00,510514
Olga Leshchenko_639783404,Olga Leshchenko,-2,0,31,43,-12,74,2021-08-04 14:45:00,510515
A Kozlov_109396,A Kozlov,3,1,33,15,18,48,2021-08-04 14:45:00,510516
Andrii Kostiuk_1841269590,Andrii Kostiuk,3,1,34,21,13,55,2021-08-04 14:45:00,510517
O Suharkov_109388,O Suharkov,2,1,44,33,11,77,2021-08-04 14:47:00,510518
Maksim Ovcharenko_1862536159,Maksim Ovcharenko,-1,0,45,46,-1,91,2021-08-04 14:50:00,510519
Duan Zhy Penh_136896,Duan Zhy Penh,-2,0,37,41,-4,78,2021-08-04 14:50:00,510520
Andrii Hrytsai_136904,Andrii Hrytsai,1,1,51,47,4,98,2021-08-04 14:55:00,510521
A Golyshev_109369,A Golyshev,2,1,37,33,4,70,2021-08-04 15:00:00,510522
Ondrej Konvalinka_136794,Ondrej Konvalinka,-3,0,28,36,-8,64,2021-08-04 15:00:00,510523
Dmytro Drobov_2011035977,Dmytro Drobov,1,1,48,46,2,94,2021-08-04 15:00:00,510524
T Varnuska_24468,T Varnuska,-2,0,30,39,-9,69,2021-08-04 15:02:00,510525
Oleksii Lebedynskyi_136610,Oleksii Lebedynskyi,-2,0,33,42,-9,75,2021-08-04 15:05:00,510526
Tymur Kozenkov_101743510,Tymur Kozenkov,-3,0,19,33,-14,52,2021-08-04 15:05:00,510527
Vladimir Malashevsky_725500213,Vladimir Malashevsky,2,1,42,36,6,78,2021-08-04 15:10:00,510528
D Korneev_109397,D Korneev,-2,0,39,38,1,77,2021-08-04 15:14:00,510529
Vasyl Aksenin_492158735,Vasyl Aksenin,-2,0,38,45,-7,83,2021-08-04 15:15:00,510530
A Slachshilin_109389,A Slachshilin,-3,0,30,40,-10,70,2021-08-04 15:15:00,510531
Vadym Grushko_144653865,Vadym Grushko,3,1,33,17,16,50,2021-08-04 15:20:00,510532
Viktor Hei_136657,Viktor Hei,2,1,39,31,8,70,2021-08-04 15:20:00,510533
Kateryna Alekseenko_222550190,Kateryna Alekseenko,-2,0,27,40,-13,67,2021-08-04 15:20:00,510534
Denys Vakulenko_899734095,Denys Vakulenko,-3,0,21,35,-14,56,2021-08-04 15:25:00,510535
Oleksandr Melashenko_136905,Oleksandr Melashenko,3,1,33,21,12,54,2021-08-04 15:25:00,510536
Ja Berger_24469,Ja Berger,2,1,43,38,5,81,2021-08-04 15:30:00,510537
Vojtech Koutnik_136795,Vojtech Koutnik,3,1,35,23,12,58,2021-08-04 15:30:00,510538
Alina Novosad_136845,Alina Novosad,2,1,45,35,10,80,2021-08-04 15:30:00,510539
E Anisimov_109250,E Anisimov,-1,0,42,53,-11,95,2021-08-04 15:32:00,510540
Andrii Herasymenko_396910839,Andrii Herasymenko,2,1,43,32,11,75,2021-08-04 15:35:00,510541
Oleksandr Lysenko_136687,Oleksandr Lysenko,3,1,34,26,8,60,2021-08-04 15:35:00,510542
Yaroslava Prykhodko_763720977,Yaroslava Prykhodko,2,1,41,36,5,77,2021-08-04 15:40:00,510543
Dmytro Lazuryk_136855,Dmytro Lazuryk,3,1,33,21,12,54,2021-08-04 15:40:00,510544
Viktor Bereza_136865,Viktor Bereza,-2,0,30,39,-9,69,2021-08-04 15:45:00,510545
A Duka_109214,A Duka,-2,0,29,38,-9,67,2021-08-04 15:46:00,510546
Vadim Tokar_396665597,Vadim Tokar,-2,0,24,40,-16,64,2021-08-04 15:50:00,510547
Yurii Kolos_136658,Yurii Kolos,3,1,34,24,10,58,2021-08-04 15:50:00,510548
D Evlahin_109288,D Evlahin,-2,0,34,37,-3,71,2021-08-04 15:54:00,510549
Taras Bonishchuk_136655,Taras Bonishchuk,-3,0,19,33,-14,52,2021-08-04 15:55:00,510550
Serhii Baranovskyi_847326873,Serhii Baranovskyi,-3,0,23,36,-13,59,2021-08-04 15:55:00,510551
Petr Kubat_137156,Petr Kubat,2,1,41,32,9,73,2021-08-04 16:00:00,510552
Mykola Lytvynenko_1193823969,Mykola Lytvynenko,3,1,33,24,9,57,2021-08-04 16:00:00,510553
Svitlana Yureneva_136846,Svitlana Yureneva,-2,0,37,42,-5,79,2021-08-04 16:00:00,510554
L Adamec_24520,L Adamec,1,1,45,38,7,83,2021-08-04 16:04:00,510555
Pavlo Khakhamidi_136688,Pavlo Khakhamidi,2,1,42,23,19,65,2021-08-04 16:05:00,510556
Rodion Kapinus_136856,Rodion Kapinus,3,1,33,20,13,53,2021-08-04 16:10:00,510557
Dmytro Halai_1077452948,Dmytro Halai,-1,0,43,42,1,85,2021-08-04 16:10:00,510558
A Alekseyev_109251,A Alekseyev,2,1,46,38,8,84,2021-08-04 16:14:00,510559
Alina Kurtenko_26214827,Alina Kurtenko,2,1,41,39,2,80,2021-08-04 16:15:00,510560
Vasyl Kondratenko_136866,Vasyl Kondratenko,1,1,55,55,0,110,2021-08-04 16:15:00,510561
K Simonov_109215,K Simonov,3,1,37,28,9,65,2021-08-04 16:16:00,510562
Vitali Rychkou_324345469,Vitali Rychkou,-3,0,29,36,-7,65,2021-08-04 16:20:00,510563
V Sidorin_109289,V Sidorin,-1,0,41,48,-7,89,2021-08-04 16:20:00,510564
Bohdan Chaikovskyi_136659,Bohdan Chaikovskyi,-2,0,38,46,-8,84,2021-08-04 16:20:00,510565
Grygoriy Kuzmenko_2064248994,Grygoriy Kuzmenko,2,1,36,27,9,63,2021-08-04 16:25:00,510566
Maksym Balakiriev_136729,Maksym Balakiriev,-2,0,35,39,-4,74,2021-08-04 16:25:00,510567
Roman Cherevko_1699811808,Roman Cherevko,-1,0,43,48,-5,91,2021-08-04 16:30:00,510568
Svitlana Yureneva_136677,Svitlana Yureneva,-3,0,22,35,-13,57,2021-08-04 16:30:00,510569
Adam Sochor_137157,Adam Sochor,3,1,33,20,13,53,2021-08-04 16:30:00,510570
O Janku_24521,O Janku,2,1,38,31,7,69,2021-08-04 16:33:00,510571
Anatolii Chaplianka_2059361566,Anatolii Chaplianka,-2,0,33,39,-6,72,2021-08-04 16:35:00,510572
Hryhorii Kulishov_136689,Hryhorii Kulishov,2,1,42,27,15,69,2021-08-04 16:35:00,510573
Serhii Kinash_379564416,Serhii Kinash,-1,0,42,49,-7,91,2021-08-04 16:40:00,510574
Rodion Kapinus_136704,Rodion Kapinus,2,1,40,35,5,75,2021-08-04 16:40:00,510575
S Kulikov_109252,S Kulikov,2,1,44,34,10,78,2021-08-04 16:45:00,510576
Sergii Skhabitskiy_136867,Sergii Skhabitskiy,2,1,46,32,14,78,2021-08-04 16:45:00,510577
Andrii Herasymenko_1436118136,Andrii Herasymenko,-2,0,30,42,-12,72,2021-08-04 16:45:00,510578
